EVENT_UNIQUE_ID,OCC_DATE,NEIGHBOURHOOD_158,CSI_CATEGORY,OFFENCE,DEATH,INJURIES,EVENT_TYPE,PREMISE_TYPE
GO-20141673979,3/7/2014 5:00:00 AM,Etobicoke City Centre (159),Theft Over,Theft From Motor Vehicle Over,NA,NA,NA,NA
GO-20141673253,3/8/2014 5:00:00 AM,Etobicoke City Centre (159),Theft Over,Theft From Motor Vehicle Over,NA,NA,NA,NA
GO-20141681044,1/14/2014 5:00:00 AM,Oakwood Village (107),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141675870,3/8/2014 5:00:00 AM,Yonge-Bay Corridor (170),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141687414,2/10/2014 5:00:00 AM,Yonge-Eglinton (100),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141680349,3/2/2014 5:00:00 AM,West Humber-Clairville (1),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141695739,3/11/2014 4:00:00 AM,Yonge-Bay Corridor (170),Theft Over,Theft Over - Shoplifting,NA,NA,NA,NA
GO-20141692694,3/10/2014 4:00:00 AM,Annex (95),Theft Over,Theft Over - Shoplifting,NA,NA,NA,NA
GO-20141692709,3/13/2014 4:00:00 AM,Victoria Village (43),Theft Over,Theft From Mail / Bag / Key,NA,NA,NA,NA
GO-20141700781,3/14/2014 4:00:00 AM,Dufferin Grove (83),Theft Over,Theft From Mail / Bag / Key,NA,NA,NA,NA
GO-20141700822,3/14/2013 4:00:00 AM,Taylor-Massey (61),Theft Over,Theft From Mail / Bag / Key,NA,NA,NA,NA
GO-20141698294,3/14/2014 4:00:00 AM,York University Heights (27),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141706516,3/15/2014 4:00:00 AM,Kingsway South (15),Theft Over,Theft Over - Shoplifting,NA,NA,NA,NA
GO-20141699906,3/7/2014 5:00:00 AM,Downtown Yonge East (168),Theft Over,Theft Over,NA,NA,NA,NA
